county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Queens County NY,36081,05/09/20,-11433,-9770,-8761,-7724,-2268
New York County NY,36061,05/09/20,-6744,-5657,-4786,-3522,531
Bronx County NY,36005,05/09/20,-6079,-5290,-4804,-4087,-924
Richmond County NY,36085,05/09/20,-2238,-2039,-1876,-1506,-473
Westchester County NY,36119,05/09/20,-3917,-3381,-2907,-2292,-824
Bergen County NJ,34003,05/09/20,-4974,-4460,-4017,-2862,-838
Hudson County NJ,34017,05/09/20,-3481,-3097,-2618,-1879,-574
Passaic County NJ,34031,05/09/20,-2709,-2342,-2079,-1396,-124
Putnam County NY,36079,05/09/20,-506,-462,-395,-332,-101
Rockland County NY,36087,05/09/20,-1404,-1251,-1150,-1004,-377
Kings County NY,36047,05/10/20,-11407,-9534,-8285,-6535,-2117
Queens County NY,36081,05/10/20,-10867,-9520,-8308,-7455,-2359
New York County NY,36061,05/10/20,-6508,-5258,-4519,-3466,472
Bronx County NY,36005,05/10/20,-5745,-4979,-4447,-4002,-973
Richmond County NY,36085,05/10/20,-2222,-1957,-1770,-1500,-506
Westchester County NY,36119,05/10/20,-3645,-3206,-2793,-2249,-808
Bergen County NJ,34003,05/10/20,-4858,-4251,-3786,-2912,-864
Hudson County NJ,34017,05/10/20,-3345,-3038,-2621,-1950,-613
Passaic County NJ,34031,05/10/20,-2673,-2273,-2075,-1463,-159
Putnam County NY,36079,05/10/20,-492,-444,-392,-343,-95
Rockland County NY,36087,05/10/20,-1358,-1185,-1087,-911,-369
Kings County NY,36047,05/11/20,-10651,-9326,-7969,-6457,-2108
Queens County NY,36081,05/11/20,-10371,-9202,-8123,-7090,-2421
New York County NY,36061,05/11/20,-6167,-4883,-4172,-3339,431
Bronx County NY,36005,05/11/20,-5471,-4701,-4234,-3751,-1038
Richmond County NY,36085,05/11/20,-2140,-1872,-1705,-1433,-532
Westchester County NY,36119,05/11/20,-3433,-3019,-2604,-2142,-815
Bergen County NJ,34003,05/11/20,-4858,-4055,-3708,-2894,-916
Hudson County NJ,34017,05/11/20,-3285,-2952,-2615,-2006,-613
Passaic County NJ,34031,05/11/20,-2625,-2231,-2018,-1473,-183
Putnam County NY,36079,05/11/20,-476,-414,-380,-336,-107
Rockland County NY,36087,05/11/20,-1271,-1117,-1011,-870,-367
Kings County NY,36047,05/12/20,-10387,-8727,-7588,-6219,-2106
Queens County NY,36081,05/12/20,-9841,-8747,-7913,-6720,-2507
New York County NY,36061,05/12/20,-5728,-4550,-3882,-3084,375
Bronx County NY,36005,05/12/20,-5267,-4384,-4025,-3389,-1058
Richmond County NY,36085,05/12/20,-2091,-1782,-1593,-1350,-530
Westchester County NY,36119,05/12/20,-3248,-2818,-2474,-2057,-809
Bergen County NJ,34003,05/12/20,-4722,-3918,-3497,-2894,-949
Hudson County NJ,34017,05/12/20,-3159,-2838,-2588,-2052,-631
Passaic County NJ,34031,05/12/20,-2566,-2169,-1935,-1530,-207
Putnam County NY,36079,05/12/20,-462,-401,-370,-314,-103
Rockland County NY,36087,05/12/20,-1199,-1036,-967,-791,-369
Kings County NY,36047,05/13/20,-10028,-8349,-7377,-5971,-2023
Queens County NY,36081,05/13/20,-9229,-8183,-7647,-6263,-2567
New York County NY,36061,05/13/20,-5306,-4276,-3510,-2755,339
Bronx County NY,36005,05/13/20,-5004,-4212,-3772,-3055,-1093
Richmond County NY,36085,05/13/20,-2057,-1700,-1474,-1269,-535
Westchester County NY,36119,05/13/20,-3121,-2645,-2331,-1969,-831
Bergen County NJ,34003,05/13/20,-4597,-3736,-3318,-2634,-974
Hudson County NJ,34017,05/13/20,-3155,-2730,-2496,-2038,-670
Passaic County NJ,34031,05/13/20,-2552,-2085,-1858,-1504,-246
Putnam County NY,36079,05/13/20,-444,-379,-349,-296,-107
Rockland County NY,36087,05/13/20,-1141,-966,-888,-742,-367
Kings County NY,36047,05/14/20,-9675,-8059,-6931,-5708,-1928
